UPI,REPORTS
gursheel@paytm,2
kaavya@ybl,1
ivy@upi,0
helpline@okicici,5
paytmcash@paytm,2
saumya@okaxis,4
aryan@paytm,1
insurance@okicici,1
grocery@upi,0
amit@okicici,2
kaavya@okhdfcbank,4
aryan@ybl,1
insurance@okaxis,0
paypal@fam,4
saumya@upi,1
aryan@okaxis,5
sumit@paytm,4
amit@okaxis,2
paytmcash@fam,2
fastfood@okaxis,4
kaavya@upi,3
ananya@okhdfcbank,5
paytmcash@upi,0
sbihelpdesk@okicici,1
ananya@upi,2
ishaan@upi,0
gursheel@fam,5
sbihelpdesk@paytm,1
sbihelpdesk@upi,0
anandi@upi,0
sbihelpdesk@okaxis,5
paytmcash@upi,0
saumya@okicici,4
saumya@fam,5
sbihelpdesk@paytm,5
paypal@paytm,3
sbihelpdesk@paytm,1
aryan@fam,2
paypal@okhdfcbank,0
saumya@fam,5
saumya@okaxis,1
sbihelpdesk@fam,3
ananya@paytm,2
amit@okhdfcbank,2
aryan@ybl,3
fastrefund62@okrefund,326
grocery@fam,4
sumit@okicici,2
devansh@fam,5
kaavya@okicici,0
ananya@okaxis,2
paypal@okaxis,1
refund55@okaxisback,318
amit@ybl,3
gursheel@ybl,4
helpdesk95@okhdfcbnk,448
ananya@fam,0
gursheel@upi,2
sbihelpdesk@upi,2
ishaan@fam,3
devansh@upi,3
saumya@paytm,0
amit@upi,0
paypal@okaxis,0
insurance@okaxis,1
sbihelpdesk@fam,5
paypal@upi,1
cashback@customercareupi,289
sbihelpdesk@fam,0
saumya@okaxis,5
amit@paytm,2
ivy@okhdfcbank,0
fastfood@okaxis,5
sbihelpdesk@upi,1
devansh@fam,3
helpline@fam,3
anandi@fam,3
sbihelpdesk@upi,4
ivy@ybl,4
kaavya@ybl,2
ananya@ybl,1
sumit@okicici,4
gursheel@okaxis,0
amit@okaxis,4
paypal@okaxis,4
grocery@ybl,0
devansh@upi,0
grocery@okicici,1
paypal@ybl,0
refund91@okhdfcbnk,179
helpdesk65@paypal,360
paytmcash@okicici,1
sumit@ybl,1
sbihelpdesk@okicici,0
helpline@paytm,5
fastrefund@customercareupi,200
ananya@okicici,4
saumya@okicici,4
ishaan@okaxis,2
ishaan@okaxis,5
anandi@ybl,4
paytmcash@fam,4
kaavya@fam,3
fastfood@okicici,1
ananya@fam,0
gursheel@okhdfcbank,4
anandi@okhdfcbank,2
amit@upi,5
fastfood@paytm,2
anandi@paytm,1
paytmcash@upi,5
gursheel@paytm,3
ivy@ybl,4
gursheel@okhdfcbank,1
grocery@ybl,5
helpline@okhdfcbank,2
gursheel@okaxis,5
sbihelpdesk@paytm,0
helpline@okaxis,2
gursheel@okicici,5
ishaan@ybl,2
ananya@okicici,5
saumya@upi,0
anandi@okicici,3
ivy@okaxis,4
saumya@paytm,2
devansh@okicici,3
aryan@okicici,4
helpline@paytm,0
sumit@upi,0
ananya@fam,5
helpline@paytm,5
cashback22@okhdfcbnk,165
verify43@customercareupi,185
kaavya@upi,1
anandi@fam,3
ivy@paytm,3
grocery@ybl,0
aryan@fam,4
helpline@okhdfcbank,3
devansh@okhdfcbank,2
sumit@ybl,4
anandi@ybl,3
saumya@paytm,3
fastfood@okaxis,0
grocery@fam,3
aryan@ybl,5
helpline@upi,4
paytmcash@okaxis,4
kaavya@okicici,1
kaavya@okicici,0
insurance@ybl,1
ivy@okaxis,3
sumit@paytm,1
devansh@okaxis,5
sbihelpdesk@okaxis,4
fastfood@upi,3
amit@okaxis,1
fastfood@fam,2
paytmcash@okaxis,2
amit@okicici,1
aryan@okicici,1
sumit@okicici,3
insurance@okhdfcbank,1
ananya@fam,5
grocery@okaxis,5
devansh@ybl,1
amit@ybl,5
helpdesk@okhdfcbnk,453
insurance@upi,1
sbihelpdesk@fam,5
ananya@okhdfcbank,2
aryan@okaxis,1
ishaan@upi,4
ishaan@okaxis,3
grocery@ybl,5
sbihelpdesk@ybl,3
aryan@upi,3
grocery@okhdfcbank,1
verify87@okicicii,304
ivy@ybl,3
amit@fam,1
sumit@paytm,2
sumit@okaxis,5
sumit@fam,5
paytmcash@fam,0
ishaan@fam,2
saumya@fam,4
grocery@paytm,0
devansh@ybl,1
paypal@okicici,2
sbihelpdesk@upi,1
kaavya@paytm,3
cashback81@googlepay,402
refund@okaxisback,322
ishaan@fam,3
ishaan@okicici,3
gursheel@ybl,3
helpline@upi,1
devansh@paytm,0
grocery@ybl,3
paytmcash@okaxis,4
gursheel@paytm,3
amit@paytm,0
cashback@googlepay,206
devansh@upi,2
gursheel@paytm,4
ananya@okhdfcbank,3
paypal@paytm,4
sbihelpdesk@okaxis,2
sbihelpdesk@okhdfcbank,0
ishaan@paytm,0
aryan@fam,2
kaavya@okaxis,2
grocery@okhdfcbank,2
fastrefund42@customercareupi,425
helpdesk@okhdfcbnk,425
sumit@paytm,1
paytmcash@fam,5
refund@googlepay,391
aryan@paytm,1
fastfood@okicici,5
helpdesk@customercareupi,404
anandi@okicici,2
aryan@okaxis,1
ishaan@paytm,3
paytmcash@okicici,0
ishaan@fam,5
reward51@okaxisback,349
gursheel@fam,0
kaavya@upi,2
aryan@paytm,1
amit@fam,2
aryan@upi,2
ishaan@ybl,1
paypal@okaxis,0
sumit@fam,1
kaavya@okicici,2
amit@okaxis,3
cashback@googlepay,401
paypal@okhdfcbank,5
reward@okicicii,437
helpdesk@okicicii,332
insurance@upi,3
aryan@upi,0
paypal@upi,5
sumit@okicici,1
helpline@okaxis,3
paypal@paytm,2
ivy@okhdfcbank,1
fastfood@ybl,2
ishaan@ybl,5
devansh@okhdfcbank,2
paytmcash@okhdfcbank,0
amit@okaxis,2
kaavya@ybl,1
ananya@upi,4
paytmcash@paytm,3
aryan@fam,3
sbihelpdesk@fam,1
ishaan@paytm,1
sumit@okicici,5
kaavya@okhdfcbank,3
insurance@paytm,2
loanoffer@okrefund,208
aryan@fam,2
fastfood@okicici,1
helpline@okicicii,228
fastfood@ybl,4
saumya@ybl,1
sumit@paytm,2
ishaan@upi,1
fastfood@upi,1
fastfood@okhdfcbank,3
devansh@fam,1
grocery@upi,3
helpline72@okicicii,447
grocery@okaxis,2
sbihelpdesk@ybl,2
gursheel@okicici,0
ivy@ybl,0
ishaan@okicici,5
sumit@okaxis,2
devansh@okhdfcbank,5
paypal@okicici,0
ananya@okicici,4
saumya@okaxis,1
amit@fam,5
helpdesk@customercareupi,173
ananya@ybl,2
sumit@okhdfcbank,2
anandi@upi,2
ishaan@upi,1
devansh@okhdfcbank,1
kaavya@okicici,1
ivy@okhdfcbank,5
sumit@upi,2
kaavya@ybl,0
kaavya@upi,5
grocery@okicici,2
sbihelpdesk@fam,0
aryan@okhdfcbank,0
amit@paytm,5
insurance@okicici,4
gursheel@upi,0
sumit@okaxis,4
aryan@paytm,2
fastfood@okhdfcbank,1
paypal@ybl,3
ishaan@ybl,4
cashback@okhdfcbnk,118
grocery@okhdfcbank,5
grocery@paytm,1
fastfood@upi,5
ishaan@fam,5
fastfood@okaxis,2
sbihelpdesk@upi,1
anandi@paytm,3
helpline@paytm,3
sumit@paytm,3
reward@paypal,467
sumit@upi,4
insurance@fam,4
amit@okicici,3
grocery@okicici,4
paytmcash@okaxis,1
sbihelpdesk@fam,2
sbihelpdesk@okaxis,0
helpline@paytm,5
paypal@okhdfcbank,0
helpline@paypal,101
kaavya@upi,0
anandi@okaxis,5
devansh@okicici,0
ishaan@okicici,0
gursheel@okhdfcbank,0
paytmcash@okhdfcbank,2
helpline@okicici,4
paypal@ybl,3
paypal@okaxis,2
paytmcash@upi,0
insurance@upi,5
devansh@okicici,1
aryan@paytm,5
paypal@ybl,2
grocery@okicici,5
paypal@okhdfcbank,1
reward90@customercareupi,198
grocery@okaxis,4
ananya@ybl,4
ishaan@paytm,4
paypal@upi,2
sbihelpdesk@upi,0
ishaan@paytm,3
ishaan@okhdfcbank,1
refund78@paypal,337
helpline38@okhdfcbnk,184
paytmcash@fam,2
saumya@ybl,0
reward70@okaxisback,377
devansh@okicici,2
amit@okicici,4
anandi@upi,0
gursheel@upi,3
amit@okhdfcbank,3
paypal@fam,3
kaavya@okaxis,0
helpline@fam,3
insurance@okhdfcbank,2
amit@paytm,5
anandi@okhdfcbank,1
verify@okrefund,361
ivy@okhdfcbank,0
paytmcash@okaxis,0
sbihelpdesk@paytm,3
amit@okicici,0
insurance@okaxis,3
gursheel@okhdfcbank,3
gursheel@upi,2
devansh@okaxis,3
ananya@okicici,5
grocery@okicici,5
helpline@okaxis,2
aryan@okhdfcbank,5
saumya@upi,4
paytmcash@upi,1
amit@ybl,4
insurance@okhdfcbank,3
fastfood@okhdfcbank,2
grocery@upi,2
helpline@okicici,5
ivy@okaxis,0
grocery@ybl,3
ivy@okaxis,0
refund@customercareupi,170
amit@okicici,0
kaavya@okaxis,0
insurance@fam,5
ananya@okaxis,4
cashback@okicicii,381
gursheel@paytm,0
saumya@okhdfcbank,3
fastfood@ybl,1
grocery@okicici,2
aryan@fam,1
fastfood@okhdfcbank,2
ishaan@okicici,3
anandi@okaxis,0
paytmcash@okicici,2
sbihelpdesk@paytm,3
helpline@ybl,1
devansh@okaxis,3
ishaan@ybl,0
refund21@customercareupi,199
insurance@okhdfcbank,5
kaavya@paytm,4
amit@paytm,1
aryan@upi,2
anandi@upi,5
devansh@okaxis,0
paytmcash@upi,0
sumit@okaxis,1
amit@paytm,4
cashback41@okaxisback,221
fastfood@okaxis,5
ishaan@okhdfcbank,1
grocery@upi,5
aryan@ybl,3
ananya@okaxis,2
kaavya@okicici,0
loanoffer@oksbibank,462
sumit@upi,1
aryan@okhdfcbank,0
helpline@ybl,0
gursheel@upi,0
fastrefund@oksbibank,327
aryan@okhdfcbank,3
sbihelpdesk@okaxis,3
insurance@okaxis,2
kaavya@okhdfcbank,0
aryan@fam,2
kaavya@okhdfcbank,0
ishaan@fam,1
sumit@ybl,4
cashback@paypal,399
helpdesk75@okicicii,446
ananya@fam,0
insurance@fam,1
ivy@ybl,4
loanoffer@okicicii,342
ishaan@okaxis,5
devansh@fam,3
sbihelpdesk@okicici,3
saumya@okhdfcbank,3
ananya@okhdfcbank,2
helpline@ybl,1
ivy@okaxis,4
ivy@okaxis,5
fastfood@fam,0
kaavya@okaxis,0
paypal@paytm,1
ananya@upi,2
ishaan@fam,3
fastfood@paytm,5
aryan@okhdfcbank,4
kaavya@fam,5
grocery@upi,2
reward@okaxisback,139
kaavya@upi,5
devansh@ybl,4
aryan@paytm,0
ishaan@okaxis,2
gursheel@ybl,3
helpline@okaxis,5
grocery@fam,2
sbihelpdesk@okhdfcbank,1
devansh@upi,0
kaavya@ybl,1
insurance@ybl,4
aryan@upi,3
grocery@upi,4
ananya@ybl,1
saumya@ybl,0
saumya@fam,1
helpline@okaxis,2
ishaan@okaxis,5
loanoffer72@customercareupi,137
grocery@okhdfcbank,0
fastfood@ybl,1
amit@paytm,4
ivy@ybl,4
ishaan@paytm,0
amit@fam,3
reward@okhdfcbnk,153
aryan@okaxis,2
helpline@fam,2
refund@googlepay,262
sumit@ybl,4
kaavya@ybl,3
insurance@fam,3
ananya@okhdfcbank,5
grocery@okaxis,2
gursheel@ybl,1
fastfood@okicici,0
amit@paytm,0
saumya@fam,2
sumit@fam,1
ananya@okaxis,5
gursheel@okaxis,3
grocery@ybl,5
helpline@ybl,5
paytmcash@okhdfcbank,0
paypal@paytm,2
sumit@upi,5
gursheel@upi,0
ivy@upi,1
cashback@okhdfcbnk,136
saumya@okicici,3
kaavya@okhdfcbank,2
fastrefund@googlepay,483
ananya@okhdfcbank,1
fastrefund@okrefund,462
ivy@okaxis,5
ishaan@fam,1
anandi@okhdfcbank,1
sumit@ybl,3
refund36@oksbibank,104
paytmcash@fam,2
insurance@okicici,3
gursheel@upi,4
helpline@upi,1
sumit@okaxis,4
paypal@ybl,0
grocery@okicici,1
amit@paytm,2
helpline@ybl,4
kaavya@okhdfcbank,3
amit@paytm,4
fastrefund21@customercareupi,333
insurance@okaxis,5
ivy@paytm,1
verify@okicicii,303
grocery@okicici,0
anandi@okaxis,5
grocery@paytm,0
kaavya@okicici,2
paytmcash@okhdfcbank,0
helpdesk@okhdfcbnk,388
devansh@okhdfcbank,5
helpdesk@paypal,144
ananya@okaxis,4
kaavya@fam,2
insurance@okhdfcbank,5
sumit@okicici,5
paypal@upi,5
fastfood@okhdfcbank,2
paypal@ybl,4
kaavya@fam,5
grocery@okaxis,5
ananya@okicici,4
grocery@ybl,4
helpdesk@googlepay,393
aryan@ybl,1
helpline@fam,1
devansh@okicici,5
paypal@okhdfcbank,0
amit@paytm,1
insurance@ybl,2
helpline@upi,3
ivy@ybl,3
insurance@upi,5
saumya@okhdfcbank,2
paytmcash@okhdfcbank,2
sbihelpdesk@ybl,2
ivy@okicici,2
ishaan@okicici,3
paytmcash@upi,2
sbihelpdesk@okaxis,1
insurance@upi,3
devansh@okaxis,0
saumya@okhdfcbank,0
anandi@okaxis,4
gursheel@okicici,0
gursheel@ybl,1
sumit@upi,2
sbihelpdesk@okaxis,3
helpline@upi,4
grocery@okicici,1
helpline@okhdfcbank,3
sbihelpdesk@okhdfcbank,3
devansh@upi,4
loanoffer68@customercareupi,251
ananya@okhdfcbank,4
amit@upi,5
amit@fam,2
helpline@paytm,2
paytmcash@ybl,0
verify@customercareupi,445
amit@fam,1
amit@upi,1
ivy@upi,1
devansh@fam,3
paypal@okicici,1
loanoffer@okicicii,112
grocery@upi,5
cashback70@okicicii,465
fastrefund@googlepay,338
loanoffer@oksbibank,210
devansh@paytm,1
paypal@okicici,1
amit@paytm,5
paytmcash@okhdfcbank,5
sbihelpdesk@ybl,5
helpdesk12@oksbibank,175
saumya@okaxis,0
insurance@fam,1
insurance@fam,1
paypal@ybl,3
aryan@okhdfcbank,5
amit@ybl,3
devansh@okhdfcbank,2
verify29@paypal,462
ishaan@okhdfcbank,2
anandi@okhdfcbank,5
ananya@upi,1
ivy@okicici,1
sumit@okhdfcbank,5
fastfood@paytm,0
anandi@ybl,2
ananya@okicici,5
devansh@paytm,1
insurance@okicici,4
fastrefund80@customercareupi,492
kaavya@okaxis,0
amit@fam,5
helpline@upi,2
ananya@okhdfcbank,3
sbihelpdesk@okicici,2
saumya@fam,0
fastfood@okaxis,3
aryan@okicici,0
sumit@okicici,5
ivy@okhdfcbank,0
ananya@fam,3
ishaan@okicici,0
insurance@okaxis,4
anandi@okicici,4
helpline@okhdfcbank,0
sbihelpdesk@fam,4
ananya@fam,3
fastfood@ybl,5
anandi@upi,1
ananya@okaxis,3
aryan@okicici,4
devansh@okaxis,5
ishaan@paytm,0
fastfood@fam,0
devansh@paytm,3
devansh@upi,5
devansh@fam,4
ivy@ybl,2
fastfood@ybl,4
insurance@fam,3
ivy@paytm,4
ivy@paytm,5
aryan@fam,3
gursheel@okicici,3
sbihelpdesk@okaxis,3
sumit@okhdfcbank,3
ivy@okicici,2
fastfood@fam,5
sbihelpdesk@okhdfcbank,0
kaavya@upi,2
helpdesk@paypal,165
saumya@okicici,5
helpline@okaxis,3
helpline@okhdfcbank,3
ananya@paytm,0
kaavya@okhdfcbank,1
saumya@paytm,0
ananya@okicici,0
saumya@fam,0
ananya@okicici,3
devansh@okaxis,4
fastfood@fam,2
sbihelpdesk@upi,4
saumya@upi,0
ishaan@okaxis,3
helpline@okaxis,1
helpline@paytm,1
ishaan@paytm,0
saumya@fam,4
sumit@ybl,5
ananya@okicici,1
ivy@ybl,2
ivy@upi,2
paytmcash@fam,0
insurance@okicici,4
paytmcash@okicici,4
insurance@okicici,1
insurance@okicici,5
grocery@ybl,4
insurance@paytm,5
gursheel@ybl,4
ananya@okaxis,3
verify@oksbibank,481
ananya@okaxis,0
aryan@okaxis,1
ananya@okicici,0
ananya@okicici,5
reward@oksbibank,272
aryan@paytm,2
kaavya@ybl,5
kaavya@ybl,2
sbihelpdesk@upi,4
saumya@paytm,4
sbihelpdesk@ybl,0
insurance@okhdfcbank,1
sumit@fam,3
ishaan@ybl,5
fastfood@okicici,1
saumya@upi,3
paypal@fam,4
devansh@okhdfcbank,0
sbihelpdesk@okaxis,3
sumit@fam,3
grocery@upi,5
insurance@okaxis,4
fastfood@fam,5
paytmcash@okhdfcbank,1
ishaan@fam,1
devansh@okicici,0
aryan@okicici,2
devansh@ybl,4
ishaan@upi,1
ivy@okicici,0
paypal@okaxis,3
helpline@paytm,1
devansh@paytm,5
ananya@okaxis,3
saumya@okicici,3
aryan@okicici,4
insurance@okicici,1
anandi@okicici,3
amit@fam,0
ananya@paytm,2
verify74@okhdfcbnk,139
anandi@okicici,0
ishaan@okhdfcbank,4
ivy@paytm,4
fastfood@fam,2
paytmcash@okicici,0
insurance@fam,2
insurance@okicici,4
reward95@okhdfcbnk,244
aryan@upi,4
anandi@fam,3
ivy@upi,1
gursheel@fam,1
helpdesk@okicicii,199
paypal@paytm,1
helpline@ybl,4
paytmcash@paytm,1
aryan@okicici,3
ananya@okaxis,2
kaavya@upi,0
paypal@fam,2
aryan@ybl,0
ivy@okhdfcbank,2
gursheel@fam,3
devansh@paytm,0
fastrefund24@googlepay,202
paytmcash@okhdfcbank,1
kaavya@okaxis,2
refund63@okhdfcbnk,368
paytmcash@okaxis,5
paytmcash@upi,5
loanoffer48@okicicii,444
ivy@okaxis,5
devansh@fam,2
fastrefund@paypal,112
paytmcash@fam,1
amit@okhdfcbank,0
refund55@oksbibank,289
paypal@okaxis,0
paytmcash@ybl,4
aryan@okicici,4
ishaan@okaxis,0
paytmcash@okicici,2
helpline@okaxis,1
aryan@paytm,5
helpline@okicici,1
ishaan@okaxis,5
fastfood@paytm,2
grocery@okaxis,5
aryan@upi,4
helpline@upi,0
insurance@ybl,5
ivy@fam,3
grocery@paytm,0
sbihelpdesk@ybl,2
ishaan@upi,4
fastfood@okicici,3
ivy@fam,0
kaavya@upi,2
aryan@ybl,3
amit@okaxis,0
ivy@okhdfcbank,2
fastfood@okicici,4
kaavya@upi,2
ananya@paytm,3
ishaan@upi,1
devansh@fam,0
amit@okicici,4
fastfood@ybl,4
paytmcash@okhdfcbank,2
devansh@fam,5
helpline@fam,5
ananya@okicici,3
fastfood@okicici,0
devansh@paytm,4
amit@upi,4
loanoffer95@okhdfcbnk,166
amit@okicici,5
ishaan@okhdfcbank,3
aryan@okhdfcbank,1
sumit@paytm,2
insurance@okaxis,2
aryan@upi,3
saumya@paytm,3
saumya@paytm,4
kaavya@ybl,0
aryan@fam,4
ishaan@fam,2
saumya@okicici,4
ananya@paytm,2
paytmcash@okhdfcbank,4
amit@upi,4
helpline@upi,4
kaavya@paytm,5
anandi@okaxis,0
kaavya@okhdfcbank,5
anandi@paytm,0
fastfood@ybl,2
ishaan@fam,4
sbihelpdesk@okaxis,1
gursheel@okhdfcbank,1
anandi@ybl,1
verify24@okaxisback,489
ananya@okaxis,2
insurance@ybl,1
aryan@ybl,2
sbihelpdesk@okicici,3
fastfood@okaxis,0
anandi@fam,1
fastfood@okhdfcbank,1
sumit@ybl,1
saumya@okicici,3
fastfood@okicici,4
sumit@okicici,5
aryan@okicici,2
insurance@ybl,5
fastrefund@googlepay,222
reward56@okhdfcbnk,298
sumit@ybl,5
aryan@okaxis,1
helpline@ybl,4
paytmcash@okicici,2
helpdesk14@googlepay,121
devansh@upi,0
fastfood@okicici,0
ananya@okicici,2
grocery@ybl,4
grocery@okhdfcbank,0
devansh@ybl,2
fastrefund@okhdfcbnk,326
helpline@paytm,3
paytmcash@paytm,1
kaavya@ybl,2
kaavya@paytm,5
sumit@okicici,5
fastfood@upi,5
grocery@ybl,5
sumit@okhdfcbank,2
gursheel@paytm,3
fastfood@upi,3
devansh@paytm,5
kaavya@okicici,1
helpline@okaxis,3
kaavya@okhdfcbank,0
grocery@okicici,3
amit@fam,4
sumit@upi,5
ivy@paytm,1
saumya@upi,1
sumit@fam,0
sumit@okicici,4
ishaan@okicici,1
cashback28@oksbibank,455
aryan@fam,2
anandi@ybl,5
gursheel@fam,2
paypal@fam,4
saumya@okhdfcbank,4
loanoffer@oksbibank,438
insurance@ybl,1
ananya@okhdfcbank,5
devansh@okicici,0
sbihelpdesk@okicici,5
paypal@upi,0
ivy@upi,1
ishaan@fam,2
paypal@upi,5
ananya@okicici,1
devansh@okicici,3
kaavya@okhdfcbank,2
grocery@fam,2
sumit@okhdfcbank,2
gursheel@okicici,5
fastfood@ybl,2
helpline@paypal,184
gursheel@fam,0
sumit@okhdfcbank,4
anandi@paytm,2
saumya@okaxis,2
ishaan@upi,2
amit@ybl,4
helpline13@okrefund,110
amit@paytm,3
fastfood@okicici,1
ananya@okicici,3
grocery@upi,5
paytmcash@upi,2
aryan@okhdfcbank,1
saumya@fam,1
paypal@okicici,1
refund35@googlepay,197
ananya@okhdfcbank,5
anandi@okhdfcbank,5
paypal@okhdfcbank,3
grocery@ybl,0
refund@okicicii,288
fastfood@ybl,1
gursheel@okicici,1
gursheel@fam,5
sumit@fam,0
paypal@upi,5
aryan@okhdfcbank,0
helpline@ybl,4
cashback13@okhdfcbnk,246
fastfood@okaxis,3
ananya@okicici,2
reward@paypal,307
sbihelpdesk@ybl,0
paytmcash@fam,5
saumya@paytm,0
kaavya@okicici,4
ivy@okicici,0
aryan@okicici,5
kaavya@okicici,3
cashback88@oksbibank,172
sumit@okhdfcbank,2
amit@fam,4
ivy@upi,5
aryan@okhdfcbank,4
amit@paytm,2
gursheel@okhdfcbank,2
sumit@okicici,4
ivy@ybl,1
grocery@okicici,2
paytmcash@okicici,2
insurance@paytm,4
kaavya@paytm,3
paytmcash@ybl,5
cashback@okrefund,290
ananya@ybl,3
amit@ybl,4
gursheel@okicici,4
gursheel@okicici,2
amit@upi,1
sbihelpdesk@okhdfcbank,5
gursheel@fam,0
paytmcash@okhdfcbank,3
ivy@upi,4
paypal@okhdfcbank,3
ananya@paytm,0
amit@okhdfcbank,2
anandi@okicici,2
sbihelpdesk@okicici,0
devansh@ybl,0
devansh@paytm,4
ivy@ybl,5
devansh@fam,0
aryan@ybl,1
sumit@okhdfcbank,0
sbihelpdesk@okaxis,5
sumit@okicici,3
gursheel@okicici,2
paypal@fam,4
sumit@fam,1
sumit@paytm,0
insurance@okicici,4
paypal@okaxis,2
reward62@okrefund,355
paytmcash@upi,4
devansh@paytm,4
insurance@okhdfcbank,1
sumit@ybl,2
grocery@okicici,1
ishaan@fam,2
ishaan@okicici,0
ivy@upi,5
grocery@okicici,4
sbihelpdesk@okicici,2
grocery@upi,5
amit@okhdfcbank,5
saumya@okaxis,5
aryan@paytm,1
ivy@okhdfcbank,1
gursheel@okhdfcbank,2
ishaan@paytm,5
helpline@paytm,5
ivy@paytm,5
aryan@paytm,2
insurance@okicici,3
insurance@okicici,2
fastfood@fam,5
ishaan@fam,0
ananya@paytm,5
fastfood@upi,1
insurance@okaxis,2
fastfood@paytm,2
ishaan@paytm,0
ivy@okhdfcbank,4
sumit@ybl,3
sumit@okhdfcbank,3
sumit@okaxis,0
sumit@okaxis,4
amit@okicici,0
paytmcash@okaxis,5
ivy@ybl,4
devansh@ybl,1
ivy@okhdfcbank,4
anandi@okaxis,3
insurance@upi,3
ishaan@okhdfcbank,3
ivy@ybl,0
ishaan@ybl,0
ananya@okicici,5
ananya@ybl,5
sumit@okicici,0
refund@googlepay,410
ishaan@okhdfcbank,3
aryan@okicici,0
grocery@upi,1
sumit@okicici,0
ananya@upi,0
ananya@ybl,5
aryan@okicici,2
saumya@fam,5
paytmcash@upi,3
paytmcash@okaxis,3
sbihelpdesk@okaxis,3
devansh@ybl,0
kaavya@ybl,5
sbihelpdesk@upi,4
paypal@okicici,5
sbihelpdesk@upi,3
helpline30@okaxisback,211
ananya@upi,1
sumit@ybl,4
sumit@upi,0
saumya@okaxis,3
ishaan@okhdfcbank,5
ananya@upi,3
kaavya@okicici,1
helpline@upi,2
sbihelpdesk@okaxis,0
aryan@paytm,1
insurance@okaxis,0
fastfood@ybl,1
amit@paytm,0
insurance@okaxis,4
helpline@okicici,5
insurance@okaxis,0
amit@fam,5
helpdesk66@oksbibank,464
paytmcash@okicici,5
aryan@okaxis,2
aryan@fam,3
grocery@ybl,3
amit@okhdfcbank,2
helpdesk11@okrefund,387
grocery@paytm,2
gursheel@okhdfcbank,3
paypal@okicici,1
amit@okhdfcbank,1
ivy@upi,1
ivy@upi,3
saumya@okicici,0
fastfood@upi,1
helpline@ybl,5
paytmcash@fam,0
insurance@okhdfcbank,4
gursheel@okicici,3
cashback91@oksbibank,482
paytmcash@upi,2
loanoffer@okhdfcbnk,341
gursheel@okaxis,2
verify53@paypal,427
helpdesk36@googlepay,222
gursheel@paytm,3
gursheel@paytm,0
fastfood@fam,5
ananya@ybl,2
insurance@ybl,3
sbihelpdesk@okhdfcbank,1
saumya@okhdfcbank,5
grocery@okicici,2
gursheel@okhdfcbank,2
fastfood@okicici,0
ananya@fam,3
paytmcash@ybl,4
sbihelpdesk@upi,1
fastfood@fam,5
fastfood@okaxis,4
insurance@ybl,5
gursheel@ybl,0
paypal@upi,3
anandi@okaxis,3
ananya@okicici,2
paypal@upi,2
kaavya@ybl,3
paypal@ybl,5
grocery@okaxis,2
aryan@okicici,1
aryan@okaxis,1
ananya@fam,0
helpline@paytm,5
anandi@okaxis,1
fastfood@paytm,4
insurance@okaxis,4
sumit@okicici,3
grocery@ybl,5
saumya@okicici,2
ivy@fam,5
sumit@paytm,1
anandi@upi,5
helpline@okicici,2
ishaan@paytm,2
helpline@paytm,4
aryan@fam,4
gursheel@okicici,2
amit@paytm,1
fastrefund@paypal,444
insurance@upi,2
aryan@okicici,5
ivy@okicici,1
ishaan@fam,1
sumit@okaxis,1
gursheel@paytm,1
devansh@okaxis,2
fastfood@okhdfcbank,1
insurance@okicici,4
devansh@okicici,0
kaavya@fam,5
ivy@ybl,1
refund93@okrefund,254
anandi@paytm,4
sbihelpdesk@ybl,3
gursheel@okaxis,2
paypal@okaxis,5
sumit@okaxis,3
sbihelpdesk@fam,2
helpdesk18@paypal,405
saumya@fam,2
ishaan@paytm,0
fastrefund19@customercareupi,243
kaavya@upi,4
saumya@fam,2
anandi@okhdfcbank,1
kaavya@upi,2
cashback12@okicicii,140
devansh@okicici,0
ishaan@upi,3
reward11@okrefund,289
ananya@okhdfcbank,4
kaavya@upi,1
ivy@upi,0
helpdesk@customercareupi,461
fastfood@fam,4
paypal@fam,3
kaavya@okicici,3
kaavya@ybl,5
anandi@fam,4
sbihelpdesk@okaxis,4
paypal@paytm,5
sumit@ybl,3
devansh@okhdfcbank,2
paypal@okhdfcbank,4
aryan@okaxis,2
fastfood@paytm,3
insurance@fam,2
ivy@okicici,5
devansh@okaxis,1
ananya@paytm,0
gursheel@upi,2
sbihelpdesk@ybl,4
paytmcash@okhdfcbank,5
ishaan@okaxis,2
devansh@upi,3
amit@ybl,1
aryan@ybl,4
refund@okrefund,333
kaavya@upi,4
paytmcash@okicici,5
reward@okaxisback,103
reward95@okrefund,365
devansh@okicici,4
kaavya@fam,0
ishaan@okicici,0
insurance@fam,1
ishaan@okicici,1
saumya@ybl,4
sumit@okaxis,5
grocery@okicici,1
ivy@fam,0
gursheel@okicici,0
gursheel@okhdfcbank,5
amit@ybl,3
fastfood@okicici,5
helpline@upi,2
paypal@okaxis,1
insurance@fam,3
insurance@okicici,5
helpline@customercareupi,138
gursheel@paytm,2
helpline@okhdfcbank,5
paytmcash@paytm,1
fastfood@upi,5
sumit@ybl,1
ananya@upi,5
insurance@paytm,5
grocery@ybl,4
ishaan@upi,1
aryan@ybl,3
ishaan@fam,5
fastfood@fam,1
anandi@okicici,3
paypal@okicici,4
fastfood@fam,0
ananya@fam,4
devansh@okhdfcbank,4
ivy@upi,5
ishaan@paytm,5
kaavya@okhdfcbank,2
paypal@okicici,0
sbihelpdesk@ybl,3
amit@paytm,3
